Time,Region,UserName,ETSMember,ETSServiceAuto,ETSQuestionAuto,AnswerHit,ETSQuesionManual,UserSays,UserSaysLower,JARVISAnswerKB,KBpageId,KBurl,KBWikiPosition,JARVISAnswerForm,SessionId
2020-07-24T10:24:19.998182Z,PH,,,,,,,ADC,adc,,,,,Data Center,0aad1b07-e8e1-44db-a447-e84ac1e55d19
2020-07-24T10:39:08.222836Z,PH,,,,,,,Modify member from a existing DL,modify member from a existing dl,Updating Global Address Book,,,,Modify Distribution List Member,52327677-d523-4f81-9849-9ebef70d190b
2020-07-24T10:39:13.009908Z,Europe,,,,,,,salesforce change request,salesforce change request,,,,,Salesforce CRM and PRM (Europe),091d8b32-e480-4b0b-8ab6-1add149a138a
2020-07-24T10:39:15.926141Z,PH,,,,,,,provision product cloud,provision product cloud,,,,,,52327677-d523-4f81-9849-9ebef70d190b
2020-07-24T10:39:27.790216Z,PH,,,,,,,product cloud,product cloud,,,,,Product Cloud,52327677-d523-4f81-9849-9ebef70d190b
2020-07-24T10:39:47.775804Z,PH,,,,,,,provision product cloud,provision product cloud,,,,,Provision Trend employee into Product Cloud,e96495e1-e515-44d5-989f-b77e7a168fc0
2020-07-24T10:42:07.288428Z,TW,,,,,,,DOMAIN ACCOUNT FOR,domain account for,MyToken/DUO: Register multiple domain accounts to the same device,,,,Domain Account,37ea13aa-364f-4db6-92d9-ca69257a6738
2020-07-24T10:42:21.708943Z,TW,,,,,,,DOMAIN ACCOUNT,domain account,MyToken/DUO: Register multiple domain accounts to the same device,,,,Domain Account,37ea13aa-364f-4db6-92d9-ca69257a6738
2020-07-24T10:52:17.190291Z,TW,,,,,,,red gate smartassembly,red gate smartassembly,,,,,,e0c88c29-04e7-4e1d-924a-c2285dcd1ed8
2020-07-24T10:53:04.278446Z,TW,,,,,,,redhat,redhat,,,,,,e0c88c29-04e7-4e1d-924a-c2285dcd1ed8
2020-07-24T10:53:23.777505Z,TW,,,,,,,redgate,redgate,,,,,,e0c88c29-04e7-4e1d-924a-c2285dcd1ed8
2020-07-24T10:54:45.577858Z,JP,,,,,,,è–ªè³‡å–®,è–ªè³‡å–®,Summary List of ,,,,,3db6b435-efe8-4292-b48c-da7ec3c1941c
2020-07-24T10:55:21.077847Z,PH,,,,,,,product cloud,product cloud,,,,,Product Cloud,8ec777a8-43e0-42de-9caf-52bc53ee0633
2020-07-24T10:58:11.778306Z,JP,,,,,,,BMW,bmw,,,,,,bf11b183-05a4-4cc4-9cf9-967a677c9ca8
2020-07-24T10:58:32.983712Z,JP,,,,,,,Taiwan leave policy,taiwan leave policy,,,,,TW Leave System,bf11b183-05a4-4cc4-9cf9-967a677c9ca8
2020-07-24T10:59:11.766281Z,JP,,,,,,,Modify member from a existing DL,modify member from a existing dl,Modify distribution list in MS outlook 2016,,,,,bf11b183-05a4-4cc4-9cf9-967a677c9ca8
2020-07-24T10:59:17.57081Z,JP,,,,,,,ä¼‘å‡è¾¦æ³•,ä¼‘å‡è¾¦æ³•,,,,,,bf11b183-05a4-4cc4-9cf9-967a677c9ca8
2020-07-24T11:01:03.420898Z,TW,,,,,,,åŠ å¯†ç¨‹å¼,åŠ å¯†ç¨‹å¼,Zoom : What Is ,,,,,f2d76322-8be8-4b50-9ca0-70ae7aee0f27
2020-07-24T11:01:25.48301Z,APAC,,,,,,,"Hi Team,","hi team,",Global IT Contact Info,,,,,68747cad-3f22-4870-a0c3-acd00d835157
2020-07-24T11:01:41.056023Z,APAC,,,,,,,need assistance in logging to,need assistance in logging to,,,,,,68747cad-3f22-4870-a0c3-acd00d835157
2020-07-24T11:02:09.135961Z,APAC,,,,,,,Sales Library,sales library,Sales Hub Info,,,,Sales Library,68747cad-3f22-4870-a0c3-acd00d835157
2020-07-24T11:05:35.055379Z,PH,,,,,,,firewall,firewall,How to Request for a Port Configuration?,,,,Firewall/L4/IP service,54801ba8-24a5-477b-bb28-7fe8d77e7f52
2020-07-24T11:16:53.234158Z,TW,,,,,,,mail group,mail group,,,,,,04071c59-210f-464a-b44d-a5961c92427e
2020-07-24T11:17:36.725166Z,TW,,,,,,,mail group,mail group,Modify distribution list in MS outlook 2016,,,,Distribution List,c85af2a0-fdec-4b9d-b5c7-4292f6e1ea8b
2020-07-24T11:22:43.835987Z,PH,,,,,,,service account,service account,How to Change Service Acccount Password for Windows?,,,,Service Account,8dfb1699-cb0f-42df-a2fe-bf094f59b1c3
2020-07-24T11:34:16.283426Z,NABU,,,,,,,firewall,firewall,,,,,Firewall/L4/IP service,63895d39-7c43-4cea-97bb-d93949f40ee2
2020-07-24T11:39:56.387631Z,Europe,,,,,,,Modify logon script,modify logon script,,,,,,c0e5ef53-7730-4cd4-a090-a687ab4652ca
2020-07-24T11:40:25.185381Z,PH,,,,,,,dcs,dcs,,,,,DCS Accounts,3e09f073-936a-4abb-9d45-02534680e1fa
2020-07-24T11:56:12.610576Z,PH,,,,,,,DCS,dcs,,,,,DCS Accounts,039aa0da-d058-4f58-b0a3-00d916feaf55
2020-07-24T12:12:08.052323Z,CN,,,,,,,install,install,æˆ‘è¯¥å¦‚ä½•è§£å†³OfficeScançš„å®‰è£…é—®é¢˜,,,,Computer OS Reformat - CN,0941e8ee-c345-48cf-a60e-5fc5976ac6b2
2020-07-24T12:12:10.979389Z,CN,,,,,,,windows,windows,,,,,MS software license request,0941e8ee-c345-48cf-a60e-5fc5976ac6b2
2020-07-24T12:14:31.042585Z,APAC,,,,,,,Hi,hi,Global IT Contact Info,,,,,3101de03-08a4-4a79-9a9c-fca6036afcb9
2020-07-24T12:29:27.643659Z,Europe,,,,,,,Email account,email account,Reporting Spam Emails to Infosec,,,,Mailbox/Outlook,d1627586-2581-47d6-9f16-6ebc2e6e3edc
2020-07-24T12:29:36.668507Z,PH,,,,,,,general,general,,,,,,3b5e0f8a-b8ff-4c3c-925b-3aa105dc2535
2020-07-24T12:32:01.353455Z,Europe,,,,,,,email account,email account,Reporting Spam Emails to Infosec,,,,Mailbox/Outlook,19a91483-8f50-4a6d-bdad-fb43c5acc59e
2020-07-24T13:20:12.785825Z,PH,,,,,,,DCS,dcs,,,,,DCS Accounts,d5c09947-3599-4ef5-a519-e0640ef05c5d
2020-07-24T13:23:36.152678Z,NABU,,,,,,,Certificate renewal,certificate renewal,Trend Micro SSL : FAQ,,,,SSL Certificate,a739ec65-4daa-4f4a-932d-df2eb54bd8dc
2020-07-24T13:24:25.347947Z,NABU,,,,,,,certificate,certificate,Generating Certificate Signing Request (CSR),,,,SSL Certificate,e21aa769-bcf9-40d7-a821-404b21eb653c
2020-07-24T13:24:38.224177Z,NABU,,,,,,,domain,domain,Domain Account Lockout,,,,,e21aa769-bcf9-40d7-a821-404b21eb653c
2020-07-24T13:24:50.016111Z,NABU,,,,,,,dns,dns,How Do I Submit DNS Request?,,,,SaaS and Cloud Services - Shared Service Request,e21aa769-bcf9-40d7-a821-404b21eb653c
2020-07-24T13:25:02.702631Z,NABU,,,,,,,Mailbox/Outlook,mailbox/outlook,How to Add Another Mailbox on Outlook for Mac,,,,Mailbox/Outlook,e21aa769-bcf9-40d7-a821-404b21eb653c
2020-07-24T14:01:04.902674Z,NABU,,,,,,,update password,update password,NABU Mobile Phone,,,,,49e74553-3d54-403d-beed-3e69013791b2
2020-07-24T14:05:32.136645Z,NABU,,,,,,,Laptop for new employee,laptop for new employee,How Do I Connect My Laptop to AP2000,,,,,e1bbda1d-2c0e-49d7-864b-4d3b2a07a206
2020-07-24T14:09:02.994149Z,PH,,,,,,,salesforce,salesforce,Sales Hub Info,,,,Salesforce CRM and PRM,d675d273-50eb-4590-8d5b-da909d4d8733
2020-07-24T14:09:16.749216Z,PH,,,,,,,mTIP,mtip,Acronym Info,,,,,d675d273-50eb-4590-8d5b-da909d4d8733
2020-07-24T14:10:44.864848Z,PH,,,,,,,What does SRP stand for?,what does srp stand for?,,,,,Salary Review Process (SRP),d675d273-50eb-4590-8d5b-da909d4d8733
2020-07-24T14:42:25.555314Z,Europe,,,,,,,shared mailbox,shared mailbox,Add Another Shared Mailbox on Outlook 2016,,,,Mailbox/Outlook,d54548c3-6892-4a35-96d3-7a168be74fd5
2020-07-24T14:53:40.283962Z,NABU,,,,,,,Rename distribution list,rename distribution list,Office 365 FAQ,,,,Create Distribution List,ce4acf70-ae21-427b-9353-c7c7fe259575
2020-07-24T14:53:42.915121Z,NABU,,,,,,,modify,modify,,,,,,ce4acf70-ae21-427b-9353-c7c7fe259575
2020-07-24T14:54:45.136045Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,b42d10ff-3c47-4bad-889e-5deb98a4335e
2020-07-24T14:54:50.575653Z,NABU,,,,,,,Modif,modif,,,,,,b42d10ff-3c47-4bad-889e-5deb98a4335e
2020-07-24T15:10:20.161003Z,Europe,,,,,,,mailbox access,mailbox access,Reporting Spam Emails to Infosec,,,,Mailbox/Outlook,de452187-154e-46a2-8021-284b64f324ef
2020-07-24T15:10:20.522956Z,Europe,,,,,,,a shared mailbox is not auto forwarding emails to users,a shared mailbox is not auto forwarding emails to users,Reporting Spam Emails to Infosec,,,,,6e793341-7e13-42ef-b13a-7a19e812bd43
2020-07-24T15:21:57.545533Z,NABU,,,,,,,Request to Install/reinstall computer,request to install/reinstall computer,Domain Account Lockout,,,,Desktop / Laptop (NABU only),6c21ac6d-4225-475c-a106-0852fbd8d872
2020-07-24T15:22:03.450224Z,NABU,,,,,,,Apex One as a service comparison sheet to Worry free business security,apex one as a service comparison sheet to worry free business security,,,,,,6c21ac6d-4225-475c-a106-0852fbd8d872
2020-07-24T15:22:37.656804Z,NABU,,,,,,,worry free business security vs Apex One as a service,worry free business security vs apex one as a service,NABU 911,,,,,6c21ac6d-4225-475c-a106-0852fbd8d872
2020-07-24T15:23:00.240055Z,NABU,,,,,,,worry free business security comparison to Apex One as a service,worry free business security comparison to apex one as a service,NABU 911,,,,JP Security,6c21ac6d-4225-475c-a106-0852fbd8d872
2020-07-24T15:29:11.640433Z,Europe,,,,,,,microsoft office,microsoft office,How To Add Email Signature on Outlook,,,,,eda789ac-fa80-40e0-aa00-011bb2aac9ba
2020-07-24T15:29:30.447856Z,Europe,,,,,,,microsoft office product,microsoft office product,How To Add Email Signature on Outlook,,,,,eda789ac-fa80-40e0-aa00-011bb2aac9ba
2020-07-24T15:29:44.654459Z,Europe,,,,,,,microsoft office product key,microsoft office product key,How To Add Email Signature on Outlook,,,,,eda789ac-fa80-40e0-aa00-011bb2aac9ba
2020-07-24T15:31:41.177266Z,Europe,,,,,,,Microsoft office product key expired,microsoft office product key expired,How to Prepare Laptop for TMEE,,,,,d1dc7d1c-f4cb-4286-ba84-89803a7cfa7c
2020-07-24T15:33:51.755155Z,Europe,,,,,,,shared mailbox,shared mailbox,Add Another Shared Mailbox on Outlook 2016,,,,Mailbox/Outlook,eee1b1d9-cd59-442d-837a-e62600ad16ab
2020-07-24T15:41:23.090749Z,Europe,,,,,,,shared mail,shared mail,Reporting Spam Emails to Infosec,,,,Mailbox/Outlook,7ba74b80-2768-4afe-af94-a331dfbfd8c1
2020-07-24T15:41:40.954185Z,Europe,,,,,,,shared mailbox,shared mailbox,Add Another Shared Mailbox on Outlook 2016,,,,Mailbox/Outlook,7ba74b80-2768-4afe-af94-a331dfbfd8c1
2020-07-24T15:47:53.448942Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,,,,Modify Distribution List Member,0632324c-098e-4e50-90e1-66277c2f49fa
2020-07-24T15:47:59.892378Z,NABU,,,,,,,distribution lsit,distribution lsit,,,,,,0632324c-098e-4e50-90e1-66277c2f49fa
2020-07-24T15:49:25.301968Z,Europe,,,,,,,mailbox owner,mailbox owner,How to update shared mailbox owner,,,,,a6502849-8621-4ce1-a77f-194a1738ce64
2020-07-24T15:49:44.643574Z,Europe,,,,,,,update shared mailbox owner,update shared mailbox owner,Add Another Shared Mailbox on Outlook 2016,,,,,a6502849-8621-4ce1-a77f-194a1738ce64
2020-07-24T16:05:27.595981Z,NABU,,,,,,,VDI,vdi,Acronym Info,,,,General Network,d8233a8f-b67c-45f6-8933-a239093d74e5
2020-07-24T16:11:43.217056Z,NABU,,,,,,,DL owner change,dl owner change,NABU Mobile Phone,,,,Change Distribution List Owner,3930c773-61f1-4a64-826b-b446264872f0
2020-07-24T16:21:00.519317Z,NABU,,,,,,,DL,dl,Acronym Info,,,,Distribution List,c5b0f536-8bb2-4c4e-a84f-62aa0e0ea92f
2020-07-24T16:26:18.596234Z,NABU,,,,,,,machine deliver,machine deliver,How Do I Re-Install OS and Other Standard Applications,,,,Desktop / Laptop (NABU only),f5e25141-afac-45b8-ae66-fee155fcdb77
2020-07-24T16:26:41.013794Z,PH,,,,,,,machine transport,machine transport,[PH-WFH] Machine Transport Request,,,,,f5e25141-afac-45b8-ae66-fee155fcdb77
2020-07-24T16:36:15.552901Z,NABU,,,,,,,request product,request product,Titanium License for Employee,,,,NABU Product Master,9b1b340e-b1ba-4395-ad01-cd1c9c8314c5
2020-07-24T16:37:29.937344Z,NABU,,,,,,,order software,order software,,,,,Software License,9b1b340e-b1ba-4395-ad01-cd1c9c8314c5
2020-07-24T16:49:35.941924Z,NABU,,,,,,,TM product request,tm product request,Titanium License for Employee,,,,TM Product License,83c674dd-8d53-40cb-806e-fdff2f2fa027
2020-07-24T16:50:16.66778Z,NABU,,,,,,,TM product request,tm product request,Titanium License for Employee,,,,TM Product License,d907342f-1c47-4d4d-872d-e18603e8f99d
2020-07-24T16:53:31.672957Z,NABU,,,,,,,twleave,twleave,,,,,,b48f0eca-5a89-4da3-a7a7-40b18fa5d3e9
2020-07-24T16:53:42.517121Z,NABU,,,,,,,leave system,leave system,NABU 911,,,,NA Leave System,b48f0eca-5a89-4da3-a7a7-40b18fa5d3e9
2020-07-24T17:12:27.072631Z,NABU,,,,,,,GA key for all products,ga key for all products,,,,,,82f3648c-c487-44d5-9257-8a4703c3796e
2020-07-24T17:12:41.453698Z,NABU,,,,,,,gold activation key for all products,gold activation key for all products,MS Office won't activate on KMS.,,,,,82f3648c-c487-44d5-9257-8a4703c3796e
2020-07-24T18:50:10.669835Z,NABU,,,,,,,OEM license,oem license,,,,,,26aa7bbf-1b19-4ac2-8a5e-9937e6701aca
2020-07-24T18:50:24.81669Z,NABU,,,,,,,OEM license,oem license,,,,,,26aa7bbf-1b19-4ac2-8a5e-9937e6701aca
2020-07-24T19:57:20.697827Z,PH,,,,,,,DCS,dcs,,,,,DCS Accounts,5c5de8b0-e040-4bc3-bb9c-13c206ab8196
2020-07-24T20:25:55.226215Z,NABU,,,,,,,zoom support case,zoom support case,,,,,,bebbd90a-cf76-4ffe-b701-ad4102120678
2020-07-24T21:31:26.171344Z,NABU,,,,,,,DD token,dd token,,,,,MyToken/DUO,96ce5651-d57e-402a-9066-6eabdfb45f62
2020-07-25T00:33:31.661958Z,PH,,,,,,,admin,admin,OneDrive Security Configuration Guideline - Admin Part,,,,,13df94af-606d-4229-aad9-41c7f0274a61
2020-07-25T00:57:58.214627Z,PH,,,,,,,Avaya,avaya,AVAYA Softphone BCP FAQs,,,,,bb7149cc-6eec-4088-a8b1-b1efbe62c7d8
2020-07-25T02:31:38.778123Z,PH,,,,,,,general form,general form,,,,,,2f86d866-5fdb-4b0a-9fa5-96d8f621f321
2020-07-25T04:19:56.611978Z,PH,,,,,,,gdpr,gdpr,GDPR on Chrome,,,,,40c09df7-d23d-4ca8-84d4-34b7d9bf8f38
2020-07-25T04:20:23.287414Z,PH,,,,,,,cca,cca,,,,,,40c09df7-d23d-4ca8-84d4-34b7d9bf8f38
2020-07-25T11:24:34.842876Z,PH,,,,,,,general,general,,,,,,d7db0600-7e78-4e68-8d93-8161192e99b8
2020-07-25T14:37:16.098285Z,PH,,,,,,,File Tn,file tn,Requesting New Agent Login ID,,,,,f0275d59-6d43-4289-a214-f8ee4469723c
2020-07-25T14:37:33.0007Z,PH,,,,,,,call center,call center,Using Company Phone to Call-Out (PH Office),,,,PH Phone,f0275d59-6d43-4289-a214-f8ee4469723c
2020-07-25T18:17:29.610567Z,MMEA,,,,,,,cannot view product description on sfdc,cannot view product description on sfdc,,,,,,f298ba5d-09be-4c3c-aebb-e2c7d64561db
2020-07-25T18:17:55.995777Z,MMEA,,,,,,,cannot view product description on sfdc,cannot view product description on sfdc,,,,,,f298ba5d-09be-4c3c-aebb-e2c7d64561db
2020-07-26T03:46:05.523301Z,PH,,,,,,,GRID â€“ Whitelisting (GFR),grid â€“ whitelisting (gfr),,,,,GRID â€“ Whitelisting (GFR),a2203ae1-a4e5-4ddf-aef3-f09deef7448f
2020-07-26T04:09:38.604517Z,PH,,,,,,,loan,loan,,,,,,84225956-88fc-4e10-9260-fc99a36a0d92
2020-07-26T05:35:42.12437Z,TW,,,,,,,ç”¢å‡,ç”¢å‡,ã€Qã€‘How can I apply for maternity leave?(ç”¢å‡),,,,,5155eaa9-2fce-4616-8369-83e4b12383ad
2020-07-26T05:42:23.861815Z,TW,,,,,,,ç•™è·åœè–ª,ç•™è·åœè–ª,ã€Qã€‘How can I apply for Leave of Absence (LOA)? (ç•™è·åœè–ª),,,,,5155eaa9-2fce-4616-8369-83e4b12383ad
2020-07-26T05:42:47.800528Z,TW,,,,,,,è‚²å¬°,è‚²å¬°,,,,,,5155eaa9-2fce-4616-8369-83e4b12383ad
2020-07-26T06:01:14.618807Z,JP,,,,,,,workday ãƒ­ã‚°ã‚¤ãƒ³,workday ãƒ­ã‚°ã‚¤ãƒ³,,,,,JP Domain Account,75e31dfc-8223-439c-9796-a09c552d155a
2020-07-26T08:25:00.98374Z,Europe,,,,,,,computer name,computer name,,,,,,0b9ccbdf-2dac-489c-98a0-256f9323df82
2020-07-26T09:30:44.394542Z,MMEA,,,,,,,Request to Install/reinstall computer,request to install/reinstall computer,How to map a printer in the French Office,,,,,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T09:30:48.118204Z,MMEA,,,,,,,officescan,officescan,,,,,,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T09:31:03.268549Z,MMEA,,,,,,,install officescan,install officescan,How to map a printer in the French Office,,,,Office Scan,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T09:32:04.811567Z,MMEA,,,,,,,install apex one,install apex one,,,,,Malware Handling Tool Service,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T09:32:21.874383Z,MMEA,,,,,,,autopcc,autopcc,,,,,,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T09:33:20.794989Z,MMEA,,,,,,,autopcc.exe amea,autopcc.exe amea,MMEA IT Contact Info,,,,,3c984ccb-53c2-4ce5-b370-f81ee8105493
2020-07-26T11:27:31.839051Z,PH,,,,,,,hello,hello,Global IT Contact Info,,,,,f57cd0dc-9ccc-4142-b62f-737141fa0434
2020-07-26T11:34:27.162027Z,PH,,,,,,,turn on Test machine,turn on test machine,[PH-WFH] Machine Transport Request,,,,Desktop / Laptop (PH),f57cd0dc-9ccc-4142-b62f-737141fa0434
2020-07-26T11:34:31.374328Z,PH,,,,,,,10th floor,10th floor,,,,,,f57cd0dc-9ccc-4142-b62f-737141fa0434
2020-07-26T11:35:31.0602Z,PH,,,,,,,test machine,test machine,[PH-WFH] Machine Transport Request,,,,,f57cd0dc-9ccc-4142-b62f-737141fa0434
2020-07-26T13:04:01.616737Z,MMEA,,,,,,,product cloud,product cloud,,,,,Product Cloud,101d7fcf-3361-4b2b-80e8-60ca0fde24b3
2020-07-26T13:11:16.759245Z,NABU,,,,,,,tippingpoint lab,tippingpoint lab,TippingPoint Service,,,,AV-LABS (PH-AV-NFC),f233f808-9663-4bd2-b893-4189f9dbca52
2020-07-26T14:14:23.265647Z,PH,,,,,,,general,general,,,,,,0c8c67a2-8870-4ad0-b54b-dc28e3fdcfc4
2020-07-26T14:18:29.617604Z,Europe,,,,,,,webexpenses,webexpenses,,,,,Webexpense,1ab00c84-f9f7-452e-b427-21ddae1330ad
2020-07-26T16:01:55.603122Z,MMEA,,,,,,,xdr,xdr,XDR,,,,Provision Trend employee into XDR Demo Cloud,a8a57e99-b31d-4ca5-ada6-ddd9d818b60a
2020-07-26T16:14:59.425602Z,PH,,,,,,,Hi ðŸ‘‹,hi ðŸ‘‹,,,,,,28a95c76-10f0-47d9-a849-4fc15d06b23c
2020-07-26T17:34:54.494086Z,PH,,,,,,,avaya issue,avaya issue,AVAYA Softphone BCP FAQs,,,,PH Phone,23be5d3b-359d-42f9-b18c-65522a344c66
2020-07-26T22:38:01.849816Z,PH,,,,,,,softphone consistently disconnects,softphone consistently disconnects,AVAYA Softphone BCP FAQs,,,,,7230a170-df5f-48f5-976c-3c762702942c
2020-07-26T22:48:35.907997Z,APAC,,,,,,,PHITAACCMS,phitaaccms,,,,,,2ec669ef-65f5-4e7a-8bcf-2cc4e7ba7a87
2020-07-26T22:51:27.865147Z,PH,,,,,,,modify dl,modify dl,Updating Global Address Book,,,,Change Distribution List Owner,b47998fb-c180-4579-8512-a42a1e311736
2020-07-26T22:58:10.984517Z,PH,,,,,,,disconnection from softphone,disconnection from softphone,AVAYA Softphone BCP FAQs,,,,,6da6fbce-a8ed-4dca-b195-64224962815d
2020-07-26T22:58:28.991777Z,PH,,,,,,,softphone,softphone,AVAYA Softphone BCP FAQs,,,,PH Phone,6da6fbce-a8ed-4dca-b195-64224962815d
2020-07-26T22:59:47.807038Z,PH,,,,,,,modify dl,modify dl,Updating Global Address Book,,,,Change Distribution List Owner,4dbc094a-3dd5-4f08-befa-5668c952e049
2020-07-26T23:11:20.585079Z,PH,,,,,,,phone issue,phone issue,Transferring my Phone Line,,,,PH Phone,4daeff73-32e6-4f87-8685-3cab1161cb9c
2020-07-26T23:12:01.068537Z,PH,,,,,,,ph phone,ph phone,Transferring my Phone Line,,,,PH Phone,4daeff73-32e6-4f87-8685-3cab1161cb9c
2020-07-26T23:23:15.009288Z,JP,,,,,,,product cloud,product cloud,,,,,Product Cloud,dddada1d-edd2-46f2-be4c-f104c57a6938
2020-07-27T00:06:25.384248Z,JP,,,,,,,ãƒ©ã‚¯ãƒ©ã‚¹ã®ã‚¢ã‚¯ã‚»ã‚¹ä¸å¯,ãƒ©ã‚¯ãƒ©ã‚¹ã®ã‚¢ã‚¯ã‚»ã‚¹ä¸å¯,,,,,,7c3ba00c-5a17-4d6a-99cb-de4039eb6acc
2020-07-27T00:11:07.386569Z,Europe,,,,,,,reset password,reset password,How Do I Change My Domain Password,,,,Domain Account,c8ff2b4a-a837-462c-800c-6aa56a6b0b79
2020-07-27T00:12:06.813665Z,JP,,,,,,,account,account,How Do I Change My Domain Password,,,,JP Domain Account,f128c0d8-4188-4820-921a-0d08eea15e01
2020-07-27T00:23:22.119725Z,PH,,,,,,,machine,machine,[PH-WFH] Machine Transport Request,,,,Desktop / Laptop (PH),7e76bdbf-9453-4735-b901-566cf7e5799d
2020-07-27T00:29:34.172615Z,JP,,,,,,,æ‰“åˆ»,æ‰“åˆ»,,,,,,6140501e-5f40-45c5-a2fc-aee4852eb704
2020-07-27T00:50:18.090004Z,APAC,,,,,,,product cloud,product cloud,,,,,Product Cloud,d4b37efb-dab2-4a22-8923-9b61902ba678
2020-07-27T00:55:32.08634Z,PH,,,,,,,request for desktop delivery,request for desktop delivery,[PH-WFH] Machine Transport Request,,,,,16e0a8d3-ed27-49a4-8455-26f1a0ecb643
2020-07-27T00:59:31.66645Z,PH,,,,,,,request machine,request machine,[PH-WFH] Machine Transport Request,,,,Desktop / Laptop (PH),bfba308a-b636-4047-8267-c27f46548bca
2020-07-27T01:09:36.657636Z,JP,,,,,,,LACRAS access via VPN is down,lacras access via vpn is down,,,,,,725174c5-90e3-46b2-8a7c-970475b80987
2020-07-27T01:10:32.769207Z,JP,,,,,,,The Japan HR LACRAS system's access via VPN doesn't work,the japan hr lacras system's access via vpn doesn't work,,,,,,725174c5-90e3-46b2-8a7c-970475b80987
2020-07-27T01:10:34.297516Z,JP,,,,,,,The Japan HR LACRAS system's access via VPN doesn't work,the japan hr lacras system's access via vpn doesn't work,,,,,,725174c5-90e3-46b2-8a7c-970475b80987
2020-07-27T01:12:07.186546Z,JP,,,,,,,å‹¤æ€ å…¥åŠ›ãŒå‡ºæ¥ã¾ã›ã‚“,å‹¤æ€ å…¥åŠ›ãŒå‡ºæ¥ã¾ã›ã‚“,JP HR system,,,,å‹¤æ€ ,725174c5-90e3-46b2-8a7c-970475b80987
2020-07-27T01:22:08.087423Z,PH,,,,,,,aws,aws,,,,,AWSInfra Service,874e1dd9-5d0e-482f-bc5f-4166ce3cfc01
2020-07-27T01:22:29.423512Z,PH,,,,,,,login aws,login aws,Requesting New Agent Login ID,,,,,874e1dd9-5d0e-482f-bc5f-4166ce3cfc01
2020-07-27T01:22:53.803133Z,PH,,,,,,,login aws,login aws,Requesting New Agent Login ID,,,,,f440b102-f525-47a1-99c3-ecbd6667d524
2020-07-27T01:23:15.099249Z,PH,,,,,,,AWS login,aws login,Requesting New Agent Login ID,,,,,f440b102-f525-47a1-99c3-ecbd6667d524
2020-07-27T01:32:47.678191Z,PH,,,,,,,wfh account locked,wfh account locked,[PH-WFH] Machine Transport Request,,,,Domain Account,60887391-585d-422b-b451-600239830954
2020-07-27T01:48:13.485343Z,PH,,,,,,,https://wfh.trendmicro.com.ph/,https://wfh.trendmicro.com.ph/,,,,,,5a975af2-27bb-4ca2-99e6-b477c0f88599
2020-07-27T01:48:22.133861Z,PH,,,,,,,lock account,lock account,Request for a Webex Account,,,,Domain Account,5a975af2-27bb-4ca2-99e6-b477c0f88599
2020-07-27T01:48:29.571403Z,PH,,,,,,,ask jarvis,ask jarvis,JARVIS Concierge: How Can I add new Acronym for JARVIS?,,,,,5a975af2-27bb-4ca2-99e6-b477c0f88599
2020-07-27T01:51:35.77936Z,TW,,,,,,,form designer,form designer,,,,,,d86bbd59-2909-43b9-b80a-0060aeee31df
2020-07-27T02:00:33.114839Z,NABU,,,,,,,modify dl,modify dl,NABU Mobile Phone,,,,Change Distribution List Owner,958dc972-82e0-4579-b97d-1009af8f18d8
2020-07-27T02:09:06.659027Z,TW,,,,,,,install windows,install windows,Software License Others Request Info,,,,MS software license request,0d002f78-748f-4aa9-a4d2-fa9ff1def73d
2020-07-27T02:09:28.480058Z,PH,,,,,,,reformat laptop,reformat laptop,[PH-WFH] Machine Transport Request,,,,Computer OS Reformat - PH,bef85cf5-a45a-4942-b932-52e6b1f57f14
2020-07-27T02:11:07.487873Z,PH,,,,,,,turn on production machine,turn on production machine,[PH-WFH] Machine Transport Request,,,,Desktop / Laptop (PH),ceb0fd3e-ccc3-4167-af80-2a488a3dbdd0
2020-07-27T02:14:39.087138Z,JP,,,,,,,SalesForce,salesforce,JP SalesForce,,,,Salesforce CRM and PRM,b0671ad0-a887-499f-9066-ea32ba1555f9
2020-07-27T02:24:37.806994Z,TW,,,,,,,flea market,flea market,TW flea market,,,,,8b0fe952-d6d0-4b0d-83d4-e3f4b52788c8
2020-07-27T02:26:15.913965Z,TW,,,,,,,office scan case,office scan case,,,,,,82fb85cc-2910-468d-aa6f-18d042d01fd0
2020-07-27T02:26:32.514435Z,APAC,,,,,,,modify dl,modify dl,,,,,,c0d17ff3-811a-4790-8766-42319b1f1769
2020-07-27T02:26:33.965176Z,APAC,,,,,,,Modify member from a existing DL,modify member from a existing dl,Modify distribution list in MS outlook 2016,,,,Modify Distribution List Member,c0d17ff3-811a-4790-8766-42319b1f1769
2020-07-27T02:34:35.684728Z,TW,,,,,,,service account,service account,How to Change Service Acccount Password for Windows?,,,,Service Account,37a8249c-cfda-4f1f-89c1-d852267e7830
